EAN;Omschrijving;Thema;Potkleur;Nederlandse naam
8,71719E+12;Achillea mill. 'Milly Rock Red';Bijen- en vlinderlokkers;Blauw;Achillea
8,71719E+12;Achillea mill. 'Milly Rock Rose';Bijen- en vlinderlokkers;Blauw;Achillea
8,71719E+12;Achillea mill. 'Milly Rock Yellow Terracotta';Bijen- en vlinderlokkers;Blauw;Achillea
8,71347E+12;Achillea ptarm. 'The Pearl';Bijen- en vlinderlokkers;Blauw;Achillea
8,71204E+12;Agapanthus africanus;Bijen- en vlinderlokkers;Blauw;Agapanthus
8,71204E+12;Agapanthus africanus 'Albus';Bijen- en vlinderlokkers;Blauw;Agapanthus
8,71204E+12;Alcea rosea 'Nigra';Bijen- en vlinderlokkers;Blauw;Alcea
8,71282E+12;Alcea rosea 'Pleniflora' Rood;Bijen- en vlinderlokkers;Blauw;Alcea
8,71282E+12;Alcea rosea 'Pleniflora' Rose;Bijen- en vlinderlokkers;Blauw;Alcea
8,71282E+12;Alcea rosea 'Pleniflora' Wit;Bijen- en vlinderlokkers;Blauw;Alcea
8,71347E+12;Allium senescens;Bijen- en vlinderlokkers;Blauw;Allium
8,71347E+12;Aster (D) 'Jenny';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Aster (D) 'Lady in Blue';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Aster (D) 'Mittelmeer';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Aster (D) 'Pr. A. Kippenberg';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Aster (D) 'Schneekissen';Bijen- en vlinderlokkers;Blauw;Aster
8,71282E+12;Aster ager. 'Ashvi';Bijen- en vlinderlokkers;Blauw;Aster
8,71719E+12;Aster ager. 'Asmoe';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Aster ager. 'Asran';Bijen- en vlinderlokkers;Blauw;Aster
8,71719E+12;Aster ager. 'Ezo Murazaki';Bijen- en vlinderlokkers;Blauw;Aster
8,71719E+12;Aster ager. 'Pollux' ;Bijen- en vlinderlokkers;Blauw;Aster
8,71282E+12;Aster ager. 'Stardust';Bijen- en vlinderlokkers;Blauw;Aster
8,71719E+12;Aster ager. 'Starshine';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Aster frikartii 'Mönch';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Aster n.-a. 'Purple Dome';Bijen- en vlinderlokkers;Blauw;Aster
8,71719E+12;Aster novi-belgii 'Neron';Bijen- en vlinderlokkers;Blauw;Aster
8,71204E+12;Aster 'Wood's Pink';Bijen- en vlinderlokkers;Blauw;Aster
8,71204E+12;Aster 'Wood's Purple';Bijen- en vlinderlokkers;Blauw;Aster
8,71347E+12;Buphthalmum salicifolium;Bijen- en vlinderlokkers;Blauw;Buphthalmum
8,71719E+12;Camassia leichtlinii 'Caerulea';Bijen- en vlinderlokkers;Blauw;Camassia
8,71347E+12;Campanula glom. 'Alba';Bijen- en vlinderlokkers;Blauw;Campanula
8,71347E+12;Campanula glomerata;Bijen- en vlinderlokkers;Blauw;Campanula
8,71204E+12;Campanula lact. 'Loddon Anna';Bijen- en vlinderlokkers;Blauw;Campanula
8,71204E+12;Campanula lact. 'Prichard's Variety';Bijen- en vlinderlokkers;Blauw;Campanula
8,71347E+12;Campanula pers. 'Alba';Bijen- en vlinderlokkers;Blauw;Campanula
8,71347E+12;Campanula persicifolia;Bijen- en vlinderlokkers;Blauw;Campanula
8,71347E+12;Catananche caerulea;Bijen- en vlinderlokkers;Blauw;Catananche
8,71347E+12;Catananche caerulea 'Alba';Bijen- en vlinderlokkers;Blauw;Catananche
8,71347E+12;Centaurea dealbata;Bijen- en vlinderlokkers;Blauw;Centaurea
8,71347E+12;Centaurea montana 'Grandiflora';Bijen- en vlinderlokkers;Blauw;Centaurea
8,71204E+12;Cephalaria gigantea;Bijen- en vlinderlokkers;Blauw;Cephalaria
8,71719E+12;Coreopsis 'Full Moon';Bijen- en vlinderlokkers;Blauw;Coreopsis
8,71204E+12;Coreopsis grand. 'Sonnenkind';Bijen- en vlinderlokkers;Blauw;Coreopsis
8,71719E+12;Coreopsis 'Redshift';Bijen- en vlinderlokkers;Blauw;Coreopsis
8,71347E+12;Coreopsis rosea 'American Dream';Bijen- en vlinderlokkers;Blauw;Coreopsis
8,71347E+12;Coreopsis vert. 'Moonbeam';Bijen- en vlinderlokkers;Blauw;Coreopsis
8,71719E+12;Coreopsis vert. 'Ruby Red';Bijen- en vlinderlokkers;Blauw;Coreopsis
8,71347E+12;Coreopsis verticillata;Bijen- en vlinderlokkers;Blauw;Coreopsis
8,71282E+12;Crocosmia 'George Davidson';Bijen- en vlinderlokkers;Blauw;Crocosmia
8,71204E+12;Crocosmia 'Lucifer';Bijen- en vlinderlokkers;Blauw;Crocosmia
8,71347E+12;Crocosmia 'Red King';Bijen- en vlinderlokkers;Blauw;Crocosmia
8,71204E+12;Delphinium (P) 'Astolat';Bijen- en vlinderlokkers;Blauw;Delphinium
8,71204E+12;Delphinium (P) 'Black Knight';Bijen- en vlinderlokkers;Blauw;Delphinium
8,71282E+12;Delphinium (P) 'Blue Bird';Bijen- en vlinderlokkers;Blauw;Delphinium
8,71282E+12;Delphinium (P) 'Galahad';Bijen- en vlinderlokkers;Blauw;Delphinium
8,71282E+12;Echinacea pallida;Bijen- en vlinderlokkers;Blauw;Echinacea
8,71282E+12;Echinacea paradoxa;Bijen- en vlinderlokkers;Blauw;Echinacea
8,71347E+12;Echinacea purp. 'Alba';Bijen- en vlinderlokkers;Blauw;Echinacea
8,71347E+12;Echinacea purp. 'Magnus';Bijen- en vlinderlokkers;Blauw;Echinacea
8,71204E+12;Echinops bann. 'Taplow Blue';Bijen- en vlinderlokkers;Blauw;Echinops
8,71347E+12;Echinops ritro;Bijen- en vlinderlokkers;Blauw;Echinops
8,71204E+12;Eryngium planum;Bijen- en vlinderlokkers;Blauw;Eryngium
8,71347E+12;Erysimum 'Bowles Mauve';Bijen- en vlinderlokkers;Blauw;Erysimum
8,71282E+12;Eupatorium mac. 'Atropurpureum';Bijen- en vlinderlokkers;Blauw;Eupatorium
8,71347E+12;Eupatorium mac. 'Riesenschirm';Bijen- en vlinderlokkers;Blauw;Eupatorium
8,71204E+12;Eupatorium purpureum;Bijen- en vlinderlokkers;Blauw;Eupatorium
8,71204E+12;Fuchsia 'Lady Thumb';Bijen- en vlinderlokkers;Blauw;Fuchsia
8,71204E+12;Fuchsia 'Riccartonii';Bijen- en vlinderlokkers;Blauw;Fuchsia
8,71204E+12;Fuchsia 'Tom Thumb';Bijen- en vlinderlokkers;Blauw;Fuchsia
8,71282E+12;Gaillardia 'Kobold';Bijen- en vlinderlokkers;Blauw;Gaillardia
8,71347E+12;Gaillardia 'Peach';Bijen- en vlinderlokkers;Blauw;Gaillardia
8,71719E+12;Gaillardia 'Red';Bijen- en vlinderlokkers;Blauw;Gaillardia
8,71719E+12;Gaura lindh. 'Florgaured';Bijen- en vlinderlokkers;Blauw;Gaura
8,71719E+12;Gaura lindh. 'Florgauros';Bijen- en vlinderlokkers;Blauw;Gaura
8,71719E+12;Gaura lindh. 'Gaudi Compact White Impr.';Bijen- en vlinderlokkers;Blauw;Gaura
8,71719E+12;Gaura lindh. 'Gaudi Medium Pink';Bijen- en vlinderlokkers;Blauw;Gaura
8,71719E+12;Gaura lindh. 'Geyser White';Bijen- en vlinderlokkers;Blauw;Gaura
8,71719E+12;Gaura lindh. 'Rosyjane';Bijen- en vlinderlokkers;Blauw;Gaura
8,71347E+12;Gaura lindh. 'Whirling Butterflies';Bijen- en vlinderlokkers;Blauw;Gaura
8,71347E+12;Geum chiloense 'Lady Stratheden';Bijen- en vlinderlokkers;Blauw;Geum
8,71347E+12;Geum chiloense 'Mrs. Bradshaw';Bijen- en vlinderlokkers;Blauw;Geum
8,71719E+12;Geum cocc. 'Tosai Yellow';Bijen- en vlinderlokkers;Blauw;Geum
8,71347E+12;Geum rivale;Bijen- en vlinderlokkers;Blauw;Geum
8,71204E+12;Gypsophila paniculata;Bijen- en vlinderlokkers;Blauw;Gypsophila
8,71719E+12;Hebe 'Naughties Bright Pink';Bijen- en vlinderlokkers;Blauw;Hebe
8,71719E+12;Hebe 'Naughties Dark Blue';Bijen- en vlinderlokkers;Blauw;Hebe
8,71719E+12;Hebe 'Naughties White Cap';Bijen- en vlinderlokkers;Blauw;Hebe
8,71347E+12;Helenium bigelovii 'The Bishop';Bijen- en vlinderlokkers;Blauw;Helenium
8,71719E+12;Helenium 'Elibertus Griffioen';Bijen- en vlinderlokkers;Blauw;Helenium
8,71719E+12;Helenium 'Little Orange';Bijen- en vlinderlokkers;Blauw;Helenium
8,71347E+12;Helenium 'Moerheim Beauty';Bijen- en vlinderlokkers;Blauw;Helenium
8,71204E+12;Hemerocallis 'Arctic Snow';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71347E+12;Hemerocallis 'Autumn Red';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71282E+12;Hemerocallis 'Frans Hals';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71282E+12;Hemerocallis 'Joan Senior';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71282E+12;Hemerocallis 'Longfields Pearl';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71204E+12;Hemerocallis 'Mauna Loa';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71204E+12;Hemerocallis 'Mini Pearl';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71204E+12;Hemerocallis 'Pink Damask';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71282E+12;Hemerocallis 'Ruby Stella';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71347E+12;Hemerocallis 'Sammy Russell';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71347E+12;Hemerocallis 'Stella d'Oro';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71347E+12;Hemerocallis 'Summer Wine';Bijen- en vlinderlokkers;Blauw;Hemerocallis
8,71204E+12;Hypericum calycinum;Bijen- en vlinderlokkers;Blauw;Hypericum
8,71204E+12;Iris (G) 'Lent A. Williamson';Bijen- en vlinderlokkers;Blauw;Iris
8,71347E+12;Iris sib. 'Snow Queen';Bijen- en vlinderlokkers;Blauw;Iris
8,71347E+12;Jasione laevis;Bijen- en vlinderlokkers;Blauw;Jasione
8,71282E+12;Kalimeris incisa 'Alba';Bijen- en vlinderlokkers;Blauw;Kalimeris
8,71204E+12;Kalimeris incisa 'Blue Star';Bijen- en vlinderlokkers;Blauw;Kalimeris
8,71282E+12;Kalimeris incisa 'Madiva';Bijen- en vlinderlokkers;Blauw;Kalimeris
8,71719E+12;Kalimeris incisa 'Nana Blue';Bijen- en vlinderlokkers;Blauw;Kalimeris
8,71204E+12;Knautia macedonica;Bijen- en vlinderlokkers;Blauw;Knautia
8,71204E+12;Kniphofia uvaria;Bijen- en vlinderlokkers;Blauw;Kniphofia
8,71282E+12;Lavatera 'Baby Barnsley';Bijen- en vlinderlokkers;Blauw;Lavatera
8,71282E+12;Lavatera 'Burgundy Wine';Bijen- en vlinderlokkers;Blauw;Lavatera
8,71204E+12;Lavatera 'Rosea';Bijen- en vlinderlokkers;Blauw;Lavatera
8,71719E+12;Leucanthemum 'Broadway Lights';Bijen- en vlinderlokkers;Blauw;Leucanthemum
8,71347E+12;Leucanthemum v. 'Maikönigin';Bijen- en vlinderlokkers;Blauw;Leucanthemum
8,71204E+12;Liatris spicata;Bijen- en vlinderlokkers;Blauw;Liatris
8,71282E+12;Liatris spicata 'Alba';Bijen- en vlinderlokkers;Blauw;Liatris
8,71347E+12;Lobelia fulgens 'Queen Victoria';Bijen- en vlinderlokkers;Blauw;Lobelia
8,71282E+12;Lobelia sp. 'Fan Red';Bijen- en vlinderlokkers;Blauw;Lobelia
8,71204E+12;Lupinus 'Chandelier';Bijen- en vlinderlokkers;Blauw;Lupinus
8,71282E+12;Lupinus 'My Castle';Bijen- en vlinderlokkers;Blauw;Lupinus
8,71282E+12;Lupinus 'Noblemaiden';Bijen- en vlinderlokkers;Blauw;Lupinus
8,71204E+12;Lupinus 'The Chatelaine';Bijen- en vlinderlokkers;Blauw;Lupinus
8,71204E+12;Lupinus 'The Governor';Bijen- en vlinderlokkers;Blauw;Lupinus
8,71347E+12;Lychnis cor. 'Alba';Bijen- en vlinderlokkers;Blauw;Lychnis
8,71282E+12;Lychnis cor. 'Atrosanguinea';Bijen- en vlinderlokkers;Blauw;Lychnis
8,71282E+12;Lysimachia cil. 'Fire Cracker';Bijen- en vlinderlokkers;Blauw;Lysimachia
8,71347E+12;Lysimachia clethroides;Bijen- en vlinderlokkers;Blauw;Lysimachia
8,71347E+12;Lysimachia punctata;Bijen- en vlinderlokkers;Blauw;Lysimachia
8,71282E+12;Lythrum sal. 'Blush';Bijen- en vlinderlokkers;Blauw;Lythrum
8,71282E+12;Lythrum sal. 'Dropmore Purple';Bijen- en vlinderlokkers;Blauw;Lythrum
8,71347E+12;Lythrum sal. 'Robert';Bijen- en vlinderlokkers;Blauw;Lythrum
8,71719E+12;Lythrum sal. 'Robin';Bijen- en vlinderlokkers;Blauw;Lythrum
8,71347E+12;Malva moschata;Bijen- en vlinderlokkers;Blauw;Malva
8,71347E+12;Malva moschata 'Alba';Bijen- en vlinderlokkers;Blauw;Malva
8,71347E+12;Nepeta faassenii;Bijen- en vlinderlokkers;Blauw;Nepeta
8,71719E+12;Nepeta faassenii 'Purrsian Blue';Bijen- en vlinderlokkers;Blauw;Nepeta
8,71347E+12;Nepeta faassenii 'Six Hills Giant';Bijen- en vlinderlokkers;Blauw;Nepeta
8,71347E+12;Nepeta faassenii 'Snowflake';Bijen- en vlinderlokkers;Blauw;Nepeta
8,71204E+12;Oenothera 'African Sun';Bijen- en vlinderlokkers;Blauw;Oenothera
8,71282E+12;Oenothera 'Siskiyou';Bijen- en vlinderlokkers;Blauw;Oenothera
8,71719E+12;Origanum 'Dingle Fairy';Bijen- en vlinderlokkers;Blauw;Origanum
8,71204E+12;Origanum 'Rosenkuppel';Bijen- en vlinderlokkers;Blauw;Origanum
8,71204E+12;Papaver orientale;Bijen- en vlinderlokkers;Blauw;Papaver
8,71719E+12;Penstemon barb. 'Twizzle Blue';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71719E+12;Penstemon barb. 'Twizzle Purple';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71719E+12;Penstemon barb. 'Twizzle Scarlet';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71719E+12;Penstemon barb. 'Twizzle White';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71347E+12;Penstemon dig. 'Husker Red';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71719E+12;Penstemon dig. 'Onyx and Pearls';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71204E+12;Penstemon 'Schoenholzeri';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71347E+12;Penstemon 'White Bedder';Bijen- en vlinderlokkers;Blauw;Penstemon
8,71719E+12;Perovskia atr. 'Blue Spire';Bijen- en vlinderlokkers;Blauw;Perovskia
8,71347E+12;Phlomis russeliana;Bijen- en vlinderlokkers;Blauw;Phlomis
8,71347E+12;Phlomis tuberosa 'Amazone';Bijen- en vlinderlokkers;Blauw;Phlomis
8,71347E+12;Physostegia virg. 'Bouquet Rose';Bijen- en vlinderlokkers;Blauw;Physostegia
8,71347E+12;Physostegia virg. 'Summer Snow';Bijen- en vlinderlokkers;Blauw;Physostegia
8,71347E+12;Polemonium caeruleum;Bijen- en vlinderlokkers;Blauw;Polemonium
8,71347E+12;Potentilla atrosanguinea;Bijen- en vlinderlokkers;Blauw;Potentilla
8,71347E+12;Rudbeckia fulg. 'Goldsturm';Bijen- en vlinderlokkers;Blauw;Rudbeckia
8,71347E+12;Rudbeckia maxima;Bijen- en vlinderlokkers;Blauw;Rudbeckia
8,71204E+12;Rudbeckia nitida 'Herbstsonne';Bijen- en vlinderlokkers;Blauw;Rudbeckia
8,71719E+12;Rudbeckia tril. 'Prairie Glow';Bijen- en vlinderlokkers;Blauw;Rudbeckia
8,71719E+12;Sanguisorba off. 'Pink Tanna';Bijen- en vlinderlokkers;Blauw;Sanguisorba
8,71347E+12;Sanguisorba off. 'Tanna';Bijen- en vlinderlokkers;Blauw;Sanguisorba
8,71719E+12;Sanguisorba 'Proud Mary';Bijen- en vlinderlokkers;Blauw;Sanguisorba
8,71282E+12;Scabiosa 'Barocca';Bijen- en vlinderlokkers;Blauw;Scabiosa
8,71204E+12;Scabiosa caucasica;Bijen- en vlinderlokkers;Blauw;Scabiosa
8,71347E+12;Scabiosa col. 'Butterfly Blue';Bijen- en vlinderlokkers;Blauw;Scabiosa
8,71347E+12;Scabiosa col. 'Pink Mist';Bijen- en vlinderlokkers;Blauw;Scabiosa
8,71719E+12;Stachys mon. 'Griffioen';Bijen- en vlinderlokkers;Blauw;Stachys
8,71282E+12;Stachys mon. 'Hummelo';Bijen- en vlinderlokkers;Blauw;Stachys
8,71347E+12;Stachys off. 'Alba';Bijen- en vlinderlokkers;Blauw;Stachys
8,71347E+12;Stokesia laevis;Bijen- en vlinderlokkers;Blauw;Stokesia
8,71282E+12;Teucrium cham. 'Nanum';Bijen- en vlinderlokkers;Blauw;Teucrium
8,71204E+12;Teucrium lucidrys;Bijen- en vlinderlokkers;Blauw;Teucrium
8,71204E+12;Thalictrum delavayi;Bijen- en vlinderlokkers;Blauw;Thalictrum
8,71347E+12;Trollius 'Orange Princess';Bijen- en vlinderlokkers;Blauw;Trollius
8,71204E+12;Verbena bonariensis;Bijen- en vlinderlokkers;Blauw;Verbena
8,71719E+12;Verbena bonariensis 'Lollipop';Bijen- en vlinderlokkers;Blauw;Verbena
8,71204E+12;Verbena 'Homestead Purple';Bijen- en vlinderlokkers;Blauw;Verbena
8,71719E+12;Verbena off. 'Bampton';Bijen- en vlinderlokkers;Blauw;Verbena
8,71347E+12;Veronica gentianoides;Bijen- en vlinderlokkers;Blauw;Veronica
8,71347E+12;Veronica spic. 'Alba';Bijen- en vlinderlokkers;Blauw;Veronica
8,71719E+12;Veronica spic. Inspire Blue;Bijen- en vlinderlokkers;Blauw;Veronica
8,71719E+12;Veronica spic. Inspire Pink;Bijen- en vlinderlokkers;Blauw;Veronica
8,71719E+12;Veronicastrum virg. 'Adoration';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71347E+12;Veronicastrum virg. 'Album';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71719E+12;Veronicastrum virg. 'Erica';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71282E+12;Veronicastrum virg. 'Fascination';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71282E+12;Veronicastrum virg. 'Lavendelturm';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71347E+12;Veronicastrum virg. 'Pink Glow';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71719E+12;Veronicastrum virg. 'Red Arrows';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71347E+12;Veronicastrum virg. 'Roseum';Bijen- en vlinderlokkers;Blauw;Veronicastrum
8,71347E+12;Acaena micr. 'Kupferteppich';Bodembedekkend;Blauw;Acaena
8,71282E+12;Ajuga 'Chocolate Chips';Bodembedekkend;Blauw;Ajuga
8,71204E+12;Ajuga reptans;Bodembedekkend;Blauw;Ajuga
8,71347E+12;Ajuga reptans 'Atropurpurea';Bodembedekkend;Blauw;Ajuga
8,71347E+12;Ajuga reptans 'Catlin's Giant';Bodembedekkend;Blauw;Ajuga
8,71719E+12;Ajuga reptans 'Midnight Mystery';Bodembedekkend;Blauw;Ajuga
8,71347E+12;Alchemilla erythropoda;Bodembedekkend;Blauw;Alchemilla
8,71347E+12;Alchemilla mollis;Bodembedekkend;Blauw;Alchemilla
8,71347E+12;Anaphalis triplinervis;Bodembedekkend;Blauw;Anaphalis
8,71347E+12;Aubrieta 'Blue Emperor';Bodembedekkend;Blauw;Aubrieta
8,71719E+12;Campanula port. 'Zenn White';Bodembedekkend;Blauw;Campanula
8,71347E+12;Campanula portenschlagiana;Bodembedekkend;Blauw;Campanula
8,71347E+12;Campanula posch. 'E.H. Frost';Bodembedekkend;Blauw;Campanula
8,71347E+12;Campanula posch. 'Lisduggan Variety';Bodembedekkend;Blauw;Campanula
8,71347E+12;Campanula posch. 'Stella';Bodembedekkend;Blauw;Campanula
8,71204E+12;Campanula poscharskyana;Bodembedekkend;Blauw;Campanula
8,71347E+12;Cerastium biebersteinii;Bodembedekkend;Blauw;Cerastium
8,71347E+12;Ceratostigma plumbaginoides;Bodembedekkend;Blauw;Ceratostigma
8,71347E+12;Chaenorhinum or. 'Blue Dream';Bodembedekkend;Blauw;Chaenorhinum
8,71204E+12;Clematis jouin. 'Praecox';Bodembedekkend;Blauw;Clematis
8,71347E+12;Cymbalaria muralis;Bodembedekkend;Blauw;Cymbalaria
8,71204E+12;Darmera peltata;Bodembedekkend;Blauw;Darmera
8,71347E+12;Dianthus delt. 'Albiflorus';Bodembedekkend;Blauw;Dianthus
8,71347E+12;Dianthus delt. 'Splendens';Bodembedekkend;Blauw;Dianthus
8,71719E+12;Erigeron glaucus 'Olga';Bodembedekkend;Blauw;Erigeron
8,71347E+12;Erigeron karvinskianus;Bodembedekkend;Blauw;Erigeron
8,71347E+12;Galium odoratum;Bodembedekkend;Blauw;Galium
8,71282E+12;Geranium 'Brookside';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium cant. 'Biokovo';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium cant. 'Cambridge';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium endr. 'Wargrave Pink';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium endressii;Bodembedekkend;Blauw;Geranium
8,71719E+12;Geranium himalayense 'Baby Blue';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium 'Japfu';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium 'Johnson's Blue';Bodembedekkend;Blauw;Geranium
8,71282E+12;Geranium 'Joy';Bodembedekkend;Blauw;Geranium
8,71719E+12;Geranium 'Karin Wouters';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium macr. 'Czakor';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium macr. 'Ingwersen's Variety';Bodembedekkend;Blauw;Geranium
8,71719E+12;Geranium macr. 'Olympic Fire';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium macr. 'Spessart';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium macrorrhizum;Bodembedekkend;Blauw;Geranium
8,71719E+12;Geranium macul. 'Espresso';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium magnificum;Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium oxon. 'Rose Clair';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium phaeum;Bodembedekkend;Blauw;Geranium
8,71282E+12;Geranium phaeum 'Samobor';Bodembedekkend;Blauw;Geranium
8,71282E+12;Geranium 'Philippe Vapelle';Bodembedekkend;Blauw;Geranium
8,71719E+12;Geranium 'Red Admiral';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium river. 'Mavis Simpson';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium river. 'Russell Prichard';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium sang. 'Album';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium sang. 'Max Frei';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium sang. striatum;Bodembedekkend;Blauw;Geranium
8,71282E+12;Geranium sang. 'Tiny Monster';Bodembedekkend;Blauw;Geranium
8,71282E+12;Geranium sanguineum;Bodembedekkend;Blauw;Geranium
8,71282E+12;Geranium 'Sirak';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium sylv. 'Mayflower';Bodembedekkend;Blauw;Geranium
8,71282E+12;Geranium 'Tanja Rendall';Bodembedekkend;Blauw;Geranium
8,71347E+12;Geranium versicolor;Bodembedekkend;Blauw;Geranium
8,71347E+12;Helianthemum 'Bronzeteppich';Bodembedekkend;Blauw;Helianthemum
8,71347E+12;Helianthemum 'Cerise Queen';Bodembedekkend;Blauw;Helianthemum
8,71347E+12;Helianthemum 'Fire Dragon';Bodembedekkend;Blauw;Helianthemum
8,71347E+12;Helianthemum 'Golden Queen';Bodembedekkend;Blauw;Helianthemum
8,71347E+12;Helianthemum 'Lawrenson's Pink';Bodembedekkend;Blauw;Helianthemum
8,71347E+12;Helianthemum 'The Bride';Bodembedekkend;Blauw;Helianthemum
8,71347E+12;Lamium mac. 'Beacon Silver';Bodembedekkend;Blauw;Lamium
8,71347E+12;Leptinella squalida;Bodembedekkend;Blauw;Leptinella
8,71347E+12;Lysimachia nummularia;Bodembedekkend;Blauw;Lysimachia
8,71719E+12;Muehlenbeckia axillaris;Bodembedekkend;Blauw;Muehlenbeckia
8,71204E+12;Persicaria aff. 'Darjeeling Red';Bodembedekkend;Blauw;Persicaria
8,71204E+12;Persicaria bistorta;Bodembedekkend;Blauw;Persicaria
8,71347E+12;Phlox (S) 'Benita';Bodembedekkend;Blauw;Phlox
8,71282E+12;Phlox (S) 'MacDaniel's Cushion';Bodembedekkend;Blauw;Phlox
8,71347E+12;Phlox (S) 'Maischnee';Bodembedekkend;Blauw;Phlox
8,71204E+12;Phlox (S) 'Rosette';Bodembedekkend;Blauw;Phlox
8,71347E+12;Potentilla trid. 'Nuuk';Bodembedekkend;Blauw;Potentilla
8,71719E+12;Prunella grand. 'Alba';Bodembedekkend;Blauw;Prunella
8,71719E+12;Prunella grand. 'Bella Deep Rose';Bodembedekkend;Blauw;Prunella
8,71347E+12;Prunella grandiflora;Bodembedekkend;Blauw;Prunella
8,71347E+12;Saponaria ocymoides;Bodembedekkend;Blauw;Saponaria
8,71719E+12;Saponaria off. 'Graciella Pink';Bodembedekkend;Blauw;Saponaria
8,71719E+12;Silene dioica 'Minikin';bodembedekkend;Blauw;Silene
8,71347E+12;Silene mar. 'Weisskehlchen';Bodembedekkend;Blauw;Silene
8,71347E+12;Silene schafta;Bodembedekkend;Blauw;Silene
8,71204E+12;Stachys byz. 'Silver Carpet';Bodembedekkend;Blauw;Stachys
8,71204E+12;Stachys byzantina;Bodembedekkend;Blauw;Stachys
8,71204E+12;Vinca major;Bodembedekkend;Blauw;Vinca
8,71204E+12;Vinca major 'Variegata';Bodembedekkend;Blauw;Vinca
8,71204E+12;Vinca minor;Bodembedekkend;Blauw;Vinca
8,71204E+12;Vinca minor 'Alba';Bodembedekkend;Blauw;Vinca
8,71204E+12;Vinca minor 'Atropurpurea';Bodembedekkend;Blauw;Vinca
8,71282E+12;Waldsteinia ternata;Bodembedekkend;Blauw;Waldsteinia
8,71347E+12;Achillea fil. 'Cloth of Gold';Geurend;Blauw;Achillea
8,71347E+12;Achillea mill. 'Paprika';Geurend;Blauw;Achillea
8,71347E+12;Achillea mill. 'Summer Pastels';Geurend;Blauw;Achillea
8,71719E+12;Achillea 'Terracotta';Geurend;Blauw;Achillea
8,71282E+12;Agastache 'Black Adder';Geurend;Blauw;Agastache
8,71347E+12;Agastache 'Blue Fortune';Geurend;Blauw;Agastache
8,71347E+12;Agastache rugosa 'Alabaster';Geurend;Blauw;Agastache
8,71719E+12;Amsonia 'Blue Ice';Geurend;Blauw;Amsonia
8,71347E+12;Calamintha nepeta ssp. Nepeta;Geurend;Blauw;Calamintha
8,71347E+12;Centranthus ruber 'Albus';Geurend;Blauw;Centranthus
8,71347E+12;Centranthus ruber 'Coccineus';Geurend;Blauw;Centranthus
8,71719E+12;Cosmos atro.'Cherry Chocolate';Geurend;Blauw;Cosmos
